   xk <= x <   xk+1; y_i      =    65.3599     +       -0.000111722x; type: least-square
22560 <= x <  22590; y_752    =      3082.0000 +   -0.1333x; interpolation
22590 <= x <  22620; y_753    =     12871.0000 +   -0.5667x; interpolation
22620 <= x <  22650; y_754    =     -2209.0000 +    0.1000x; interpolation
22650 <= x <  22680; y_755    =     -8249.0000 +    0.3667x; interpolation
22680 <= x <  22710; y_756    =     -5225.0000 +    0.2333x; interpolation
22710 <= x <  22740; y_757    =      4616.0000 +   -0.2000x; interpolation
22740 <= x <  22770; y_758    =      -690.0000 +    0.0333x; interpolation
22770 <= x <  22800; y_759    =     -2208.0000 +    0.1000x; interpolation
22800 <= x <  22830; y_760    =       832.0000 +   -0.0333x; interpolation
22830 <= x <  22860; y_761    =      9964.0000 +   -0.4333x; interpolation
22860 <= x <  22890; y_762    =      1582.0000 +   -0.0667x; interpolation
22890 <= x <  22920; y_763    =    -11389.0000 +    0.5000x; interpolation
22920 <= x <  22950; y_764    =        71.0000 +    0.0000x; interpolation
22950 <= x <  22980; y_765    =     11546.0000 +   -0.5000x; interpolation
22980 <= x <  23010; y_766    =    -12200.0000 +    0.5333x; interpolation
23010 <= x <  23040; y_767    =      3140.0000 +   -0.1333x; interpolation
23040 <= x <  23070; y_768    =     29252.0000 +   -1.2667x; interpolation
23070 <= x <  23100; y_769    =      4644.0000 +   -0.2000x; interpolation
23100 <= x <  23130; y_770    =    -34626.0000 +    1.5000x; interpolation
23130 <= x <  23160; y_771    =      1611.0000 +   -0.0667x; interpolation
23160 <= x <  23190; y_772    =     -5337.0000 +    0.2333x; interpolation
23190 <= x <  23220; y_773    =      5485.0000 +   -0.2333x; interpolation
23220 <= x <  23250; y_774    =      9355.0000 +   -0.4000x; interpolation
23250 <= x <  23280; y_775    =    -13895.0000 +    0.6000x; interpolation
23280 <= x <  23310; y_776    =     11713.0000 +   -0.5000x; interpolation
23310 <= x <  23340; y_777    =     -2273.0000 +    0.1000x; interpolation
23340 <= x <  23370; y_778    =      3173.0000 +   -0.1333x; interpolation
23370 <= x <  23400; y_779    =     -6954.0000 +    0.3000x; interpolation
23400 <= x <  23430; y_780    =     -5394.0000 +    0.2333x; interpolation
23430 <= x <  23460; y_781    =      4759.0000 +   -0.2000x; interpolation
23460 <= x <  23490; y_782    =      8669.0000 +   -0.3667x; interpolation
23490 <= x <  23520; y_783    =     -7774.0000 +    0.3333x; interpolation
23520 <= x <  23550; y_784    =     -3070.0000 +    0.1333x; interpolation
23550 <= x <  23580; y_785    =      -715.0000 +    0.0333x; interpolation
23580 <= x <  23610; y_786    =     -2287.0000 +    0.1000x; interpolation
23610 <= x <  23640; y_787    =     11879.0000 +   -0.5000x; interpolation
23640 <= x <  23670; y_788    =     -9397.0000 +    0.4000x; interpolation
23670 <= x <  23700; y_789    =     10328.0000 +   -0.4333x; interpolation
23700 <= x <  23730; y_790    =     -9422.0000 +    0.4000x; interpolation
23730 <= x <  23760; y_791    =     -1512.0000 +    0.0667x; interpolation
23760 <= x <  23790; y_792    =     15120.0000 +   -0.6333x; interpolation
23790 <= x <  23820; y_793    =     -2326.0000 +    0.1000x; interpolation
23820 <= x <  23850; y_794    =    -11854.0000 +    0.5000x; interpolation
23850 <= x <  23880; y_795    =     10406.0000 +   -0.4333x; interpolation
23880 <= x <  23910; y_796    =    -11882.0000 +    0.5000x; interpolation
23910 <= x <  23940; y_797    =     12825.0000 +   -0.5333x; interpolation
23940 <= x <  23970; y_798    =      1653.0000 +   -0.0667x; interpolation
23970 <= x <  24000; y_799    =    -14327.0000 +    0.6000x; interpolation
24000 <= x <  24030; y_800    =     12873.0000 +   -0.5333x; interpolation
24030 <= x <  24060; y_801    =    -11958.0000 +    0.5000x; interpolation
24060 <= x <  24090; y_802    =     -1532.0000 +    0.0667x; interpolation
24090 <= x <  24120; y_803    =      2483.0000 +   -0.1000x; interpolation
24120 <= x <  24150; y_804    =       875.0000 +   -0.0333x; interpolation
24150 <= x <  24180; y_805    =     10535.0000 +   -0.4333x; interpolation
24180 <= x <  24210; y_806    =       863.0000 +   -0.0333x; interpolation
24210 <= x <  24240; y_807    =      -751.0000 +    0.0333x; interpolation
24240 <= x <  24270; y_808    =    -13679.0000 +    0.5667x; interpolation
24270 <= x <  24300; y_809    =      4928.0000 +   -0.2000x; interpolation
24300 <= x <  24330; y_810    =        68.0000 +    0.0000x; interpolation
24330 <= x <  24360; y_811    =     -3176.0000 +    0.1333x; interpolation
24360 <= x <  24390; y_812    =      -740.0000 +    0.0333x; interpolation
24390 <= x <  24420; y_813    =       886.0000 +   -0.0333x; interpolation
24420 <= x <  24450; y_814    =        72.0000 +    0.0000x; interpolation
24450 <= x <  24480; y_815    =      -743.0000 +    0.0333x; interpolation
24480 <= x <  24510; y_816    =     13945.0000 +   -0.5667x; interpolation
24510 <= x <  24540; y_817    =    -13016.0000 +    0.5333x; interpolation
24540 <= x <  24570; y_818    =     12342.0000 +   -0.5000x; interpolation
24570 <= x <  24600; y_819    =        57.0000 +    0.0000x; interpolation
24600 <= x <  24630; y_820    =    -13883.0000 +    0.5667x; interpolation
24630 <= x <  24660; y_821    =      1716.0000 +   -0.0667x; interpolation
24660 <= x <  24690; y_822    =     -1572.0000 +    0.0667x; interpolation
24690 <= x <  24720; y_823    =      1720.0000 +   -0.0667x; interpolation
24720 <= x <  24750; y_824    =     -1576.0000 +    0.0667x; interpolation
24750 <= x <  24780; y_825    =      2549.0000 +   -0.1000x; interpolation
24780 <= x <  24810; y_826    =     -2407.0000 +    0.1000x; interpolation
24810 <= x <  24840; y_827    =      2555.0000 +   -0.1000x; interpolation
24840 <= x <  24870; y_828    =     -2413.0000 +    0.1000x; interpolation
24870 <= x <  24900; y_829    =     13338.0000 +   -0.5333x; interpolation
24900 <= x <  24930; y_830    =    -13222.0000 +    0.5333x; interpolation
24930 <= x <  24960; y_831    =     12539.0000 +   -0.5000x; interpolation
24960 <= x <  24990; y_832    =    -12421.0000 +    0.5000x; interpolation
24990 <= x <  25020; y_833    =      2573.0000 +   -0.1000x; interpolation
25020 <= x <  25050; y_834    =     12581.0000 +   -0.5000x; interpolation
25050 <= x <  25080; y_835    =    -13304.0000 +    0.5333x; interpolation
25080 <= x <  25110; y_836    =      -764.0000 +    0.0333x; interpolation
25110 <= x <  25140; y_837    =      2584.0000 +   -0.1000x; interpolation
25140 <= x <  25170; y_838    =        70.0000 +    0.0000x; interpolation
25170 <= x <  25200; y_839    =     -3286.0000 +    0.1333x; interpolation
25200 <= x <  25230; y_840    =     14354.0000 +   -0.5667x; interpolation
25230 <= x <  25260; y_841    =    -13399.0000 +    0.5333x; interpolation
25260 <= x <  25290; y_842    =     13545.0000 +   -0.5333x; interpolation
25290 <= x <  25320; y_843    =        57.0000 +    0.0000x; interpolation
25320 <= x <  25350; y_844    =    -15135.0000 +    0.6000x; interpolation
25350 <= x <  25380; y_845    =      2610.0000 +   -0.1000x; interpolation
25380 <= x <  25410; y_846    =      4302.0000 +   -0.1667x; interpolation
25410 <= x <  25440; y_847    =     31406.0000 +   -1.2333x; interpolation
25440 <= x <  25470; y_848    =      4270.0000 +   -0.1667x; interpolation
25470 <= x <  25500; y_849    =    -39029.0000 +    1.5333x; interpolation
25500 <= x <  25530; y_850    =     -1629.0000 +    0.0667x; interpolation
25530 <= x <  25560; y_851    =      1775.0000 +   -0.0667x; interpolation
25560 <= x <  25590; y_852    =      -781.0000 +    0.0333x; interpolation
25590 <= x <  25620; y_853    =     12867.0000 +   -0.5000x; interpolation
25620 <= x <  25650; y_854    =      3473.0000 +   -0.1333x; interpolation
25650 <= x <  25680; y_855    =    -17047.0000 +    0.6667x; interpolation
25680 <= x <  25710; y_856    =      1785.0000 +   -0.0667x; interpolation
25710 <= x <  25740; y_857    =     12069.0000 +   -0.4667x; interpolation
25740 <= x <  25770; y_858    =    -14529.0000 +    0.5667x; interpolation
25770 <= x <  25800; y_859    =      2651.0000 +   -0.1000x; interpolation
25800 <= x <  25830; y_860    =     13831.0000 +   -0.5333x; interpolation
25830 <= x <  25860; y_861    =     -3389.0000 +    0.1333x; interpolation
25860 <= x <  25890; y_862    =    -11147.0000 +    0.4333x; interpolation
25890 <= x <  25920; y_863    =     12154.0000 +   -0.4667x; interpolation
25920 <= x <  25950; y_864    =       922.0000 +   -0.0333x; interpolation
25950 <= x <  25980; y_865    =     -1673.0000 +    0.0667x; interpolation
25980 <= x <  26010; y_866    =      1791.0000 +   -0.0667x; interpolation
26010 <= x <  26040; y_867    =      -810.0000 +    0.0333x; interpolation
26040 <= x <  26070; y_868    =      2662.0000 +   -0.1000x; interpolation
26070 <= x <  26100; y_869    =     -3421.0000 +    0.1333x; interpolation
26100 <= x <  26130; y_870    =    -12121.0000 +    0.4667x; interpolation
26130 <= x <  26160; y_871    =        73.0000 +    0.0000x; interpolation
26160 <= x <  26190; y_872    =       945.0000 +   -0.0333x; interpolation
26190 <= x <  26220; y_873    =      1818.0000 +   -0.0667x; interpolation
26220 <= x <  26250; y_874    =     11432.0000 +   -0.4333x; interpolation
26250 <= x <  26280; y_875    =     -1693.0000 +    0.0667x; interpolation
26280 <= x <  26310; y_876    =    -10453.0000 +    0.4000x; interpolation
26310 <= x <  26340; y_877    =     11472.0000 +   -0.4333x; interpolation
26340 <= x <  26370; y_878    =    -13990.0000 +    0.5333x; interpolation
26370 <= x <  26400; y_879    =      2711.0000 +   -0.1000x; interpolation
26400 <= x <  26430; y_880    =     -2569.0000 +    0.1000x; interpolation
26430 <= x <  26460; y_881    =     14170.0000 +   -0.5333x; interpolation
26460 <= x <  26490; y_882    =    -13172.0000 +    0.5000x; interpolation
26490 <= x <  26520; y_883    =      1839.0000 +   -0.0667x; interpolation
26520 <= x <  26550; y_884    =     -1697.0000 +    0.0667x; interpolation
26550 <= x <  26580; y_885    =      1843.0000 +   -0.0667x; interpolation
26580 <= x <  26610; y_886    =     12475.0000 +   -0.4667x; interpolation
26610 <= x <  26640; y_887    =    -12361.0000 +    0.4667x; interpolation
26640 <= x <  26670; y_888    =     14279.0000 +   -0.5333x; interpolation
26670 <= x <  26700; y_889    =    -15058.0000 +    0.5667x; interpolation
26700 <= x <  26730; y_890    =     14312.0000 +   -0.5333x; interpolation
26730 <= x <  26760; y_891    =     -2617.0000 +    0.1000x; interpolation
26760 <= x <  26790; y_892    =      1843.0000 +   -0.0667x; interpolation
26790 <= x <  26820; y_893    =    -15124.0000 +    0.5667x; interpolation
26820 <= x <  26850; y_894    =     15272.0000 +   -0.5667x; interpolation
26850 <= x <  26880; y_895    =      -838.0000 +    0.0333x; interpolation
26880 <= x <  26910; y_896    =     -8902.0000 +    0.3333x; interpolation
26910 <= x <  26940; y_897    =      8141.0000 +   -0.3000x; interpolation
26940 <= x <  26970; y_898    =    -13411.0000 +    0.5000x; interpolation
26970 <= x <  27000; y_899    =     12660.0000 +   -0.4667x; interpolation
27000 <= x <  27030; y_900    =    -12540.0000 +    0.4667x; interpolation
27030 <= x <  27060; y_901    =     14490.0000 +   -0.5333x; interpolation
27060 <= x <  27090; y_902    =    -13472.0000 +    0.5000x; interpolation
27090 <= x <  27120; y_903    =     12715.0000 +   -0.4667x; interpolation
27120 <= x <  27150; y_904    =      1867.0000 +   -0.0667x; interpolation
27150 <= x <  27180; y_905    =     -1753.0000 +    0.0667x; interpolation
27180 <= x <  27210; y_906    =    -12625.0000 +    0.4667x; interpolation
27210 <= x <  27240; y_907    =     11864.0000 +   -0.4333x; interpolation
27240 <= x <  27270; y_908    =      1876.0000 +   -0.0667x; interpolation
27270 <= x <  27300; y_909    =    -11759.0000 +    0.4333x; interpolation
27300 <= x <  27330; y_910    =     12811.0000 +   -0.4667x; interpolation
27330 <= x <  27360; y_911    =      -854.0000 +    0.0333x; interpolation
27360 <= x <  27390; y_912    =        58.0000 +    0.0000x; interpolation
27390 <= x <  27420; y_913    =     -9072.0000 +    0.3333x; interpolation
27420 <= x <  27450; y_914    =     -6330.0000 +    0.2333x; interpolation
27450 <= x <  27480; y_915    =      6480.0000 +   -0.2333x; interpolation
27480 <= x <  27510; y_916    =     10144.0000 +   -0.3667x; interpolation
27510 <= x <  27540; y_917    =     -9113.0000 +    0.3333x; interpolation
27540 <= x <  27570; y_918    =      8329.0000 +   -0.3000x; interpolation
27570 <= x <  27600; y_919    =      -861.0000 +    0.0333x; interpolation
27600 <= x <  27630; y_920    =    -12821.0000 +    0.4667x; interpolation
27630 <= x <  27660; y_921    =     12046.0000 +   -0.4333x; interpolation
27660 <= x <  27690; y_922    =      5592.0000 +   -0.2000x; interpolation
27690 <= x <  27720; y_923    =     15745.0000 +   -0.5667x; interpolation
27720 <= x <  27750; y_924    =     10201.0000 +   -0.3667x; interpolation
27750 <= x <  27780; y_925    =    -36974.0000 +    1.3333x; interpolation
27780 <= x <  27810; y_926    =      9326.0000 +   -0.3333x; interpolation
27810 <= x <  27840; y_927    =    -11068.0000 +    0.4000x; interpolation
27840 <= x <  27870; y_928    =     -3644.0000 +    0.1333x; interpolation
27870 <= x <  27900; y_929    =     10291.0000 +   -0.3667x; interpolation
27900 <= x <  27930; y_930    =      5641.0000 +   -0.2000x; interpolation
27930 <= x <  27960; y_931    =    -11117.0000 +    0.4000x; interpolation
27960 <= x <  27990; y_932    =     -6457.0000 +    0.2333x; interpolation
27990 <= x <  28020; y_933    =      6605.0000 +   -0.2333x; interpolation
28020 <= x <  28050; y_934    =     11275.0000 +   -0.4000x; interpolation
28050 <= x <  28080; y_935    =     -5555.0000 +    0.2000x; interpolation
28080 <= x <  28110; y_936    =    -12107.0000 +    0.4333x; interpolation
28110 <= x <  28140; y_937    =     10381.0000 +   -0.3667x; interpolation
28140 <= x <  28170; y_938    =     -9317.0000 +    0.3333x; interpolation
28170 <= x <  28200; y_939    =      5707.0000 +   -0.2000x; interpolation
28200 <= x <  28230; y_940    =      9467.0000 +   -0.3333x; interpolation
28230 <= x <  28260; y_941    =     -9353.0000 +    0.3333x; interpolation
28260 <= x <  28290; y_942    =     -5585.0000 +    0.2000x; interpolation
28290 <= x <  28320; y_943    =      6674.0000 +   -0.2333x; interpolation
28320 <= x <  28350; y_944    =     -3710.0000 +    0.1333x; interpolation
28350 <= x <  28380; y_945    =      6685.0000 +   -0.2333x; interpolation
28380 <= x <  28410; y_946    =      6685.0000 +   -0.2333x; interpolation
28410 <= x <  28440; y_947    =     -7520.0000 +    0.2667x; interpolation
28440 <= x <  28470; y_948    =     -9416.0000 +    0.3333x; interpolation
28470 <= x <  28500; y_949    =     21901.0000 +   -0.7667x; interpolation
28500 <= x <  28530; y_950    =     -5649.0000 +    0.2000x; interpolation
28530 <= x <  28560; y_951    =    -17061.0000 +    0.6000x; interpolation
28560 <= x <  28590; y_952    =      2931.0000 +   -0.1000x; interpolation
28590 <= x <  28620; y_953    =      -881.0000 +    0.0333x; interpolation
28620 <= x <  28650; y_954    =     15337.0000 +   -0.5333x; interpolation
28650 <= x <  28680; y_955    =    -12358.0000 +    0.4333x; interpolation
28680 <= x <  28710; y_956    =     12498.0000 +   -0.4333x; interpolation
28710 <= x <  28740; y_957    =        57.0000 +    0.0000x; interpolation
28740 <= x <  28770; y_958    =      2931.0000 +   -0.1000x; interpolation
28770 <= x <  28800; y_959    =    -19126.0000 +    0.6667x; interpolation
28800 <= x <  28830; y_960    =      1034.0000 +   -0.0333x; interpolation
28830 <= x <  28860; y_961    =     17371.0000 +   -0.6000x; interpolation
28860 <= x <  28890; y_962    =     -1869.0000 +    0.0667x; interpolation
28890 <= x <  28920; y_963    =    -14388.0000 +    0.5000x; interpolation
28920 <= x <  28950; y_964    =     16460.0000 +   -0.5667x; interpolation
28950 <= x <  28980; y_965    =     -1875.0000 +    0.0667x; interpolation
28980 <= x <  29010; y_966    =    -14433.0000 +    0.5000x; interpolation
29010 <= x <  29040; y_967    =     -1862.0000 +    0.0667x; interpolation
29040 <= x <  29070; y_968    =     15562.0000 +   -0.5333x; interpolation
29070 <= x <  29100; y_969    =      1996.0000 +   -0.0667x; interpolation
29100 <= x <  29130; y_970    =    -15464.0000 +    0.5333x; interpolation
29130 <= x <  29160; y_971    =     14637.0000 +   -0.5000x; interpolation
29160 <= x <  29190; y_972    =        57.0000 +    0.0000x; interpolation
29190 <= x <  29220; y_973    =    -16484.0000 +    0.5667x; interpolation
29220 <= x <  29250; y_974    =      2996.0000 +   -0.1000x; interpolation
29250 <= x <  29280; y_975    =     -1879.0000 +    0.0667x; interpolation
29280 <= x <  29310; y_976    =     14713.0000 +   -0.5000x; interpolation
29310 <= x <  29340; y_977    =        58.0000 +    0.0000x; interpolation
29340 <= x <  29370; y_978    =      1036.0000 +   -0.0333x; interpolation
29370 <= x <  29400; y_979    =        57.0000 +    0.0000x; interpolation
29400 <= x <  29430; y_980    =    -14643.0000 +    0.5000x; interpolation
29430 <= x <  29460; y_981    =     14787.0000 +   -0.5000x; interpolation
29460 <= x <  29490; y_982    =        57.0000 +    0.0000x; interpolation
29490 <= x <  29520; y_983    =    -16654.0000 +    0.5667x; interpolation
29520 <= x <  29550; y_984    =     15818.0000 +   -0.5333x; interpolation
29550 <= x <  29580; y_985    =      2028.0000 +   -0.0667x; interpolation
29580 <= x <  29610; y_986    =     -1916.0000 +    0.0667x; interpolation
29610 <= x <  29640; y_987    =      2032.0000 +   -0.0667x; interpolation
29640 <= x <  29670; y_988    =    -15752.0000 +    0.5333x; interpolation
29670 <= x <  29700; y_989    =     -1906.0000 +    0.0667x; interpolation
29700 <= x <  29730; y_990    =        74.0000 +    0.0000x; interpolation
29730 <= x <  29760; y_991    =      7011.0000 +   -0.2333x; interpolation
29760 <= x <  29790; y_992    =     -4893.0000 +    0.1667x; interpolation
29790 <= x <  29820; y_993    =        72.0000 +    0.0000x; interpolation
29820 <= x <  29850; y_994    =      2060.0000 +   -0.0667x; interpolation
29850 <= x <  29880; y_995    =     13005.0000 +   -0.4333x; interpolation
29880 <= x <  29910; y_996    =        57.0000 +    0.0000x; interpolation
29910 <= x <  29940; y_997    =    -15895.0000 +    0.5333x; interpolation
29940 <= x <  29970; y_998    =     43985.0000 +   -1.4667x; interpolation
29970 <= x <  30000; y_999    =      3026.0000 +   -0.1000x; interpolation
30000 <= x <  30030; y_1000   =    -46974.0000 +    1.5667x; interpolation
30030 <= x <  30060; y_1001   =     15088.0000 +   -0.5000x; interpolation
30060 <= x <  30090; y_1002   =    -11966.0000 +    0.4000x; interpolation
30090 <= x <  30120; y_1003   =     14112.0000 +   -0.4667x; interpolation
30120 <= x <  30150; y_1004   =     -1952.0000 +    0.0667x; interpolation
30150 <= x <  30180; y_1005   =      3073.0000 +   -0.1000x; interpolation
30180 <= x <  30210; y_1006   =    -16041.0000 +    0.5333x; interpolation
30210 <= x <  30240; y_1007   =        71.0000 +    0.0000x; interpolation
30240 <= x <  30270; y_1008   =      4103.0000 +   -0.1333x; interpolation
30270 <= x <  30300; y_1009   =     -3969.0000 +    0.1333x; interpolation
30300 <= x <  30330; y_1010   =     10171.0000 +   -0.3333x; interpolation
30330 <= x <  30360; y_1011   =    -12071.0000 +    0.4000x; interpolation
30360 <= x <  30390; y_1012   =      2097.0000 +   -0.0667x; interpolation
30390 <= x <  30420; y_1013   =     15266.0000 +   -0.5000x; interpolation
30420 <= x <  30450; y_1014   =     -1972.0000 +    0.0667x; interpolation
30450 <= x <  30480; y_1015   =    -16182.0000 +    0.5333x; interpolation
30480 <= x <  30510; y_1016   =      4138.0000 +   -0.1333x; interpolation
30510 <= x <  30540; y_1017   =     -3998.0000 +    0.1333x; interpolation
30540 <= x <  30570; y_1018   =      3128.0000 +   -0.1000x; interpolation
30570 <= x <  30600; y_1019   =     14337.0000 +   -0.4667x; interpolation
30600 <= x <  30630; y_1020   =    -16263.0000 +    0.5333x; interpolation
30630 <= x <  30660; y_1021   =     21514.0000 +   -0.7000x; interpolation
30660 <= x <  30690; y_1022   =     -5058.0000 +    0.1667x; interpolation
30690 <= x <  30720; y_1023   =      -966.0000 +    0.0333x; interpolation
30720 <= x <  30750; y_1024   =    -16326.0000 +    0.5333x; interpolation
30750 <= x <  30780; y_1025   =     14424.0000 +   -0.4667x; interpolation
30780 <= x <  30810; y_1026   =    -11226.0000 +    0.3667x; interpolation
30810 <= x <  30840; y_1027   =     12395.0000 +   -0.4000x; interpolation
30840 <= x <  30870; y_1028   =      2115.0000 +   -0.0667x; interpolation
30870 <= x <  30900; y_1029   =     -2001.0000 +    0.0667x; interpolation
30900 <= x <  30930; y_1030   =    -14361.0000 +    0.4667x; interpolation
30930 <= x <  30960; y_1031   =        73.0000 +    0.0000x; interpolation
30960 <= x <  30990; y_1032   =     15553.0000 +   -0.5000x; interpolation
30990 <= x <  31020; y_1033   =        58.0000 +    0.0000x; interpolation
31020 <= x <  31050; y_1034   =      1092.0000 +   -0.0333x; interpolation
31050 <= x <  31080; y_1035   =    -17538.0000 +    0.5667x; interpolation
31080 <= x <  31110; y_1036   =     16650.0000 +   -0.5333x; interpolation
31110 <= x <  31140; y_1037   =     -8238.0000 +    0.2667x; interpolation
31140 <= x <  31170; y_1038   =     -7200.0000 +    0.2333x; interpolation
31170 <= x <  31200; y_1039   =     16697.0000 +   -0.5333x; interpolation
31200 <= x <  31230; y_1040   =        57.0000 +    0.0000x; interpolation
31230 <= x <  31260; y_1041   =    -14517.0000 +    0.4667x; interpolation
31260 <= x <  31290; y_1042   =     15701.0000 +   -0.5000x; interpolation
31290 <= x <  31320; y_1043   =    -19761.0000 +    0.6333x; interpolation
31320 <= x <  31350; y_1044   =      4251.0000 +   -0.1333x; interpolation
31350 <= x <  31380; y_1045   =     -5154.0000 +    0.1667x; interpolation
31380 <= x <  31410; y_1046   =      3214.0000 +   -0.1000x; interpolation
31410 <= x <  31440; y_1047   =      -974.0000 +    0.0333x; interpolation
31440 <= x <  31470; y_1048   =     16842.0000 +   -0.5333x; interpolation
31470 <= x <  31500; y_1049   =    -16726.0000 +    0.5333x; interpolation
31500 <= x <  31530; y_1050   =      1124.0000 +   -0.0333x; interpolation
31530 <= x <  31560; y_1051   =      -978.0000 +    0.0333x; interpolation
31560 <= x <  31590; y_1052   =      3230.0000 +   -0.1000x; interpolation
31590 <= x <  31620; y_1053   =     13760.0000 +   -0.4333x; interpolation
31620 <= x <  31650; y_1054   =        58.0000 +    0.0000x; interpolation
31650 <= x <  31680; y_1055   =    -18932.0000 +    0.6000x; interpolation
31680 <= x <  31710; y_1056   =     22252.0000 +   -0.7000x; interpolation
31710 <= x <  31740; y_1057   =    -21085.0000 +    0.6667x; interpolation
31740 <= x <  31770; y_1058   =      2191.0000 +   -0.0667x; interpolation
31770 <= x <  31800; y_1059   =     17017.0000 +   -0.5333x; interpolation
31800 <= x <  31830; y_1060   =     -1003.0000 +    0.0333x; interpolation
31830 <= x <  31860; y_1061   =    -17979.0000 +    0.5667x; interpolation
31860 <= x <  31890; y_1062   =     18129.0000 +   -0.5667x; interpolation
31890 <= x <  31920; y_1063   =    -16950.0000 +    0.5333x; interpolation
31920 <= x <  31950; y_1064   =      2202.0000 +   -0.0667x; interpolation
31950 <= x <  31980; y_1065   =     -2058.0000 +    0.0667x; interpolation
31980 <= x <  32010; y_1066   =      5404.0000 +   -0.1667x; interpolation
32010 <= x <  32040; y_1067   =     12873.0000 +   -0.4000x; interpolation
32040 <= x <  32070; y_1068   =     -1011.0000 +    0.0333x; interpolation
32070 <= x <  32100; y_1069   =      1127.0000 +   -0.0333x; interpolation
32100 <= x <  32130; y_1070   =     -1013.0000 +    0.0333x; interpolation
32130 <= x <  32160; y_1071   =        58.0000 +    0.0000x; interpolation
32160 <= x <  32190; y_1072   =    -16022.0000 +    0.5000x; interpolation
32190 <= x <  32220; y_1073   =     15095.0000 +   -0.4667x; interpolation
32220 <= x <  32250; y_1074   =      2207.0000 +   -0.0667x; interpolation
32250 <= x <  32280; y_1075   =     -7468.0000 +    0.2333x; interpolation
32280 <= x <  32310; y_1076   =      9748.0000 +   -0.3000x; interpolation
32310 <= x <  32340; y_1077   =     22672.0000 +   -0.7000x; interpolation
32340 <= x <  32370; y_1078   =      6502.0000 +   -0.2000x; interpolation
32370 <= x <  32400; y_1079   =    -36658.0000 +    1.1333x; interpolation
32400 <= x <  32430; y_1080   =     -9658.0000 +    0.3000x; interpolation
32430 <= x <  32460; y_1081   =      9800.0000 +   -0.3000x; interpolation
32460 <= x <  32490; y_1082   =    -11840.0000 +    0.3667x; interpolation
32490 <= x <  32520; y_1083   =     11986.0000 +   -0.3667x; interpolation
32520 <= x <  32550; y_1084   =     -7526.0000 +    0.2333x; interpolation
32550 <= x <  32580; y_1085   =     15259.0000 +   -0.4667x; interpolation
32580 <= x <  32610; y_1086   =    -19493.0000 +    0.6000x; interpolation
32610 <= x <  32640; y_1087   =     19639.0000 +   -0.6000x; interpolation
32640 <= x <  32670; y_1088   =     -1033.0000 +    0.0333x; interpolation
32670 <= x <  32700; y_1089   =    -19546.0000 +    0.6000x; interpolation
32700 <= x <  32730; y_1090   =      3344.0000 +   -0.1000x; interpolation
32730 <= x <  32760; y_1091   =     -1020.0000 +    0.0333x; interpolation
32760 <= x <  32790; y_1092   =      5532.0000 +   -0.1667x; interpolation
32790 <= x <  32820; y_1093   =     14276.0000 +   -0.4333x; interpolation
32820 <= x <  32850; y_1094   =     -2134.0000 +    0.0667x; interpolation
32850 <= x <  32880; y_1095   =    -16369.0000 +    0.5000x; interpolation
32880 <= x <  32910; y_1096   =        71.0000 +    0.0000x; interpolation
32910 <= x <  32940; y_1097   =     -2123.0000 +    0.0667x; interpolation
32940 <= x <  32970; y_1098   =     -1025.0000 +    0.0333x; interpolation
32970 <= x <  33000; y_1099   =     23153.0000 +   -0.7000x; interpolation
33000 <= x <  33030; y_1100   =        53.0000 +    0.0000x; interpolation
33030 <= x <  33060; y_1101   =    -20866.0000 +    0.6333x; interpolation
33060 <= x <  33090; y_1102   =        72.0000 +    0.0000x; interpolation
33090 <= x <  33120; y_1103   =     18823.0000 +   -0.5667x; interpolation
33120 <= x <  33150; y_1104   =     -1049.0000 +    0.0333x; interpolation
33150 <= x <  33180; y_1105   =    -18729.0000 +    0.5667x; interpolation
33180 <= x <  33210; y_1106   =        73.0000 +    0.0000x; interpolation
33210 <= x <  33240; y_1107   =     -1034.0000 +    0.0333x; interpolation
33240 <= x <  33270; y_1108   =     10046.0000 +   -0.3000x; interpolation
33270 <= x <  33300; y_1109   =     -4371.0000 +    0.1333x; interpolation
33300 <= x <  33330; y_1110   =     13389.0000 +   -0.4000x; interpolation
33330 <= x <  33360; y_1111   =    -15497.0000 +    0.4667x; interpolation
33360 <= x <  33390; y_1112   =     11191.0000 +   -0.3333x; interpolation
33390 <= x <  33420; y_1113   =    -12182.0000 +    0.3667x; interpolation
33420 <= x <  33450; y_1114   =     19010.0000 +   -0.5667x; interpolation
33450 <= x <  33480; y_1115   =    -20015.0000 +    0.6000x; interpolation
33480 <= x <  33510; y_1116   =      2305.0000 +   -0.0667x; interpolation
33510 <= x <  33540; y_1117   =     20177.0000 +   -0.6000x; interpolation
33540 <= x <  33570; y_1118   =    -13363.0000 +    0.4000x; interpolation
33570 <= x <  33600; y_1119   =      9017.0000 +   -0.2667x; interpolation
33600 <= x <  33630; y_1120   =    -15623.0000 +    0.4667x; interpolation
33630 <= x <  33660; y_1121   =     -2171.0000 +    0.0667x; interpolation
33660 <= x <  33690; y_1122   =     16903.0000 +   -0.5000x; interpolation
33690 <= x <  33720; y_1123   =    -14541.0000 +    0.4333x; interpolation
33720 <= x <  33750; y_1124   =      3443.0000 +   -0.1000x; interpolation
33750 <= x <  33780; y_1125   =     -3307.0000 +    0.1000x; interpolation
33780 <= x <  33810; y_1126   =      2323.0000 +   -0.0667x; interpolation
