   xk <= x <   xk+1; y_i      =    73.0531     +       -0.000128404x; type: least-square
22560 <= x <  22590; y_752    =      4593.0000 +   -0.2000x; interpolation
22590 <= x <  22620; y_753    =      9864.0000 +   -0.4333x; interpolation
22620 <= x <  22650; y_754    =     -1446.0000 +    0.0667x; interpolation
22650 <= x <  22680; y_755    =     -9751.0000 +    0.4333x; interpolation
22680 <= x <  22710; y_756    =     -4459.0000 +    0.2000x; interpolation
22710 <= x <  22740; y_757    =      5382.0000 +   -0.2333x; interpolation
22740 <= x <  22770; y_758    =     -1440.0000 +    0.0667x; interpolation
22770 <= x <  22800; y_759    =     -2199.0000 +    0.1000x; interpolation
22800 <= x <  22830; y_760    =      3121.0000 +   -0.1333x; interpolation
22830 <= x <  22860; y_761    =      9970.0000 +   -0.4333x; interpolation
22860 <= x <  22890; y_762    =      1588.0000 +   -0.0667x; interpolation
22890 <= x <  22920; y_763    =    -14435.0000 +    0.6333x; interpolation
22920 <= x <  22950; y_764    =      3137.0000 +   -0.1333x; interpolation
22950 <= x <  22980; y_765    =     10787.0000 +   -0.4667x; interpolation
22980 <= x <  23010; y_766    =    -13725.0000 +    0.6000x; interpolation
23010 <= x <  23040; y_767    =     13120.0000 +   -0.5667x; interpolation
23040 <= x <  23070; y_768    =     26176.0000 +   -1.1333x; interpolation
23070 <= x <  23100; y_769    =      3106.0000 +   -0.1333x; interpolation
23100 <= x <  23130; y_770    =    -40784.0000 +    1.7667x; interpolation
23130 <= x <  23160; y_771    =      2392.0000 +   -0.1000x; interpolation
23160 <= x <  23190; y_772    =     -1468.0000 +    0.0667x; interpolation
23190 <= x <  23220; y_773    =      1624.0000 +   -0.0667x; interpolation
23220 <= x <  23250; y_774    =      9364.0000 +   -0.4000x; interpolation
23250 <= x <  23280; y_775    =    -11561.0000 +    0.5000x; interpolation
23280 <= x <  23310; y_776    =     15599.0000 +   -0.6667x; interpolation
23310 <= x <  23340; y_777    =     -6934.0000 +    0.3000x; interpolation
23340 <= x <  23370; y_778    =      3180.0000 +   -0.1333x; interpolation
23370 <= x <  23400; y_779    =     -6947.0000 +    0.3000x; interpolation
23400 <= x <  23430; y_780    =     -5387.0000 +    0.2333x; interpolation
23430 <= x <  23460; y_781    =      3985.0000 +   -0.1667x; interpolation
23460 <= x <  23490; y_782    =      9459.0000 +   -0.4000x; interpolation
23490 <= x <  23520; y_783    =     -7767.0000 +    0.3333x; interpolation
23520 <= x <  23550; y_784    =     -6199.0000 +    0.2667x; interpolation
23550 <= x <  23580; y_785    =       866.0000 +   -0.0333x; interpolation
23580 <= x <  23610; y_786    =      -706.0000 +    0.0333x; interpolation
23610 <= x <  23640; y_787    =      6377.0000 +   -0.2667x; interpolation
23640 <= x <  23670; y_788    =     -5443.0000 +    0.2333x; interpolation
23670 <= x <  23700; y_789    =     11915.0000 +   -0.5000x; interpolation
23700 <= x <  23730; y_790    =     -9415.0000 +    0.4000x; interpolation
23730 <= x <  23760; y_791    =     -3087.0000 +    0.1333x; interpolation
23760 <= x <  23790; y_792    =     15129.0000 +   -0.6333x; interpolation
23790 <= x <  23820; y_793    =     -1524.0000 +    0.0667x; interpolation
23820 <= x <  23850; y_794    =    -15022.0000 +    0.6333x; interpolation
23850 <= x <  23880; y_795    =     14393.0000 +   -0.6000x; interpolation
23880 <= x <  23910; y_796    =    -12671.0000 +    0.5333x; interpolation
23910 <= x <  23940; y_797    =     13630.0000 +   -0.5667x; interpolation
23940 <= x <  23970; y_798    =       862.0000 +   -0.0333x; interpolation
23970 <= x <  24000; y_799    =    -11922.0000 +    0.5000x; interpolation
24000 <= x <  24030; y_800    =     12078.0000 +   -0.5000x; interpolation
24030 <= x <  24060; y_801    =    -13554.0000 +    0.5667x; interpolation
24060 <= x <  24090; y_802    =      -722.0000 +    0.0333x; interpolation
24090 <= x <  24120; y_803    =      2490.0000 +   -0.1000x; interpolation
24120 <= x <  24150; y_804    =     -3942.0000 +    0.1667x; interpolation
24150 <= x <  24180; y_805    =     15378.0000 +   -0.6333x; interpolation
24180 <= x <  24210; y_806    =        64.0000 +    0.0000x; interpolation
24210 <= x <  24240; y_807    =        64.0000 +    0.0000x; interpolation
24240 <= x <  24270; y_808    =    -16096.0000 +    0.6667x; interpolation
24270 <= x <  24300; y_809    =      5747.0000 +   -0.2333x; interpolation
24300 <= x <  24330; y_810    =     -3163.0000 +    0.1333x; interpolation
24330 <= x <  24360; y_811    =       892.0000 +   -0.0333x; interpolation
24360 <= x <  24390; y_812    =        80.0000 +    0.0000x; interpolation
24390 <= x <  24420; y_813    =       893.0000 +   -0.0333x; interpolation
24420 <= x <  24450; y_814    =     -1549.0000 +    0.0667x; interpolation
24450 <= x <  24480; y_815    =      1711.0000 +   -0.0667x; interpolation
24480 <= x <  24510; y_816    =     12319.0000 +   -0.5000x; interpolation
24510 <= x <  24540; y_817    =    -13825.0000 +    0.5667x; interpolation
24540 <= x <  24570; y_818    =     13987.0000 +   -0.5667x; interpolation
24570 <= x <  24600; y_819    =        64.0000 +    0.0000x; interpolation
24600 <= x <  24630; y_820    =    -14696.0000 +    0.6000x; interpolation
24630 <= x <  24660; y_821    =       903.0000 +   -0.0333x; interpolation
24660 <= x <  24690; y_822    =     -1563.0000 +    0.0667x; interpolation
24690 <= x <  24720; y_823    =      3375.0000 +   -0.1333x; interpolation
24720 <= x <  24750; y_824    =     -1569.0000 +    0.0667x; interpolation
24750 <= x <  24780; y_825    =      1731.0000 +   -0.0667x; interpolation
24780 <= x <  24810; y_826    =     -1573.0000 +    0.0667x; interpolation
24810 <= x <  24840; y_827    =        81.0000 +    0.0000x; interpolation
24840 <= x <  24870; y_828    =      -747.0000 +    0.0333x; interpolation
24870 <= x <  24900; y_829    =     14175.0000 +   -0.5667x; interpolation
24900 <= x <  24930; y_830    =    -13215.0000 +    0.5333x; interpolation
24930 <= x <  24960; y_831    =     13377.0000 +   -0.5333x; interpolation
24960 <= x <  24990; y_832    =    -14911.0000 +    0.6000x; interpolation
24990 <= x <  25020; y_833    =      3415.0000 +   -0.1333x; interpolation
25020 <= x <  25050; y_834    =     12589.0000 +   -0.5000x; interpolation
25050 <= x <  25080; y_835    =    -11626.0000 +    0.4667x; interpolation
25080 <= x <  25110; y_836    =     -1594.0000 +    0.0667x; interpolation
25110 <= x <  25140; y_837    =     -1594.0000 +    0.0667x; interpolation
25140 <= x <  25170; y_838    =      2596.0000 +   -0.1000x; interpolation
25170 <= x <  25200; y_839    =     -1599.0000 +    0.0667x; interpolation
25200 <= x <  25230; y_840    =     14361.0000 +   -0.5667x; interpolation
25230 <= x <  25260; y_841    =    -12551.0000 +    0.5000x; interpolation
25260 <= x <  25290; y_842    =     12709.0000 +   -0.5000x; interpolation
25290 <= x <  25320; y_843    =        64.0000 +    0.0000x; interpolation
25320 <= x <  25350; y_844    =    -16816.0000 +    0.6667x; interpolation
25350 <= x <  25380; y_845    =      3464.0000 +   -0.1333x; interpolation
25380 <= x <  25410; y_846    =      -766.0000 +    0.0333x; interpolation
25410 <= x <  25440; y_847    =     43278.0000 +   -1.7000x; interpolation
25440 <= x <  25470; y_848    =      3422.0000 +   -0.1333x; interpolation
25470 <= x <  25500; y_849    =    -44122.0000 +    1.7333x; interpolation
25500 <= x <  25530; y_850    =     -2472.0000 +    0.1000x; interpolation
25530 <= x <  25560; y_851    =      1783.0000 +   -0.0667x; interpolation
25560 <= x <  25590; y_852    =     -1625.0000 +    0.0667x; interpolation
25590 <= x <  25620; y_853    =     15435.0000 +   -0.6000x; interpolation
25620 <= x <  25650; y_854    =      -791.0000 +    0.0333x; interpolation
25650 <= x <  25680; y_855    =    -12761.0000 +    0.5000x; interpolation
25680 <= x <  25710; y_856    =     -1633.0000 +    0.0667x; interpolation
25710 <= x <  25740; y_857    =     15507.0000 +   -0.6000x; interpolation
25740 <= x <  25770; y_858    =    -16239.0000 +    0.6333x; interpolation
25770 <= x <  25800; y_859    =      1800.0000 +   -0.0667x; interpolation
25800 <= x <  25830; y_860    =     15560.0000 +   -0.6000x; interpolation
25830 <= x <  25860; y_861    =     -1660.0000 +    0.0667x; interpolation
25860 <= x <  25890; y_862    =     -7694.0000 +    0.3000x; interpolation
25890 <= x <  25920; y_863    =      7840.0000 +   -0.3000x; interpolation
25920 <= x <  25950; y_864    =        64.0000 +    0.0000x; interpolation
25950 <= x <  25980; y_865    =      -801.0000 +    0.0333x; interpolation
25980 <= x <  26010; y_866    =      1797.0000 +   -0.0667x; interpolation
26010 <= x <  26040; y_867    =     -1671.0000 +    0.0667x; interpolation
26040 <= x <  26070; y_868    =       933.0000 +   -0.0333x; interpolation
26070 <= x <  26100; y_869    =      -805.0000 +    0.0333x; interpolation
26100 <= x <  26130; y_870    =    -14725.0000 +    0.5667x; interpolation
26130 <= x <  26160; y_871    =      1824.0000 +   -0.0667x; interpolation
26160 <= x <  26190; y_872    =       952.0000 +   -0.0333x; interpolation
26190 <= x <  26220; y_873    =        79.0000 +    0.0000x; interpolation
26220 <= x <  26250; y_874    =     13189.0000 +   -0.5000x; interpolation
26250 <= x <  26280; y_875    =       939.0000 +   -0.0333x; interpolation
26280 <= x <  26310; y_876    =    -17457.0000 +    0.6667x; interpolation
26310 <= x <  26340; y_877    =     16746.0000 +   -0.6333x; interpolation
26340 <= x <  26370; y_878    =    -17496.0000 +    0.6667x; interpolation
26370 <= x <  26400; y_879    =      6237.0000 +   -0.2333x; interpolation
26400 <= x <  26430; y_880    =     -6083.0000 +    0.2333x; interpolation
26430 <= x <  26460; y_881    =     16823.0000 +   -0.6333x; interpolation
26460 <= x <  26490; y_882    =    -16693.0000 +    0.6333x; interpolation
26490 <= x <  26520; y_883    =      4499.0000 +   -0.1667x; interpolation
26520 <= x <  26550; y_884    =     -1689.0000 +    0.0667x; interpolation
26550 <= x <  26580; y_885    =      1851.0000 +   -0.0667x; interpolation
26580 <= x <  26610; y_886    =     14255.0000 +   -0.5333x; interpolation
26610 <= x <  26640; y_887    =    -15016.0000 +    0.5667x; interpolation
26640 <= x <  26670; y_888    =     14288.0000 +   -0.5333x; interpolation
26670 <= x <  26700; y_889    =    -16827.0000 +    0.6333x; interpolation
26700 <= x <  26730; y_890    =     17883.0000 +   -0.6667x; interpolation
26730 <= x <  26760; y_891    =     -2610.0000 +    0.1000x; interpolation
26760 <= x <  26790; y_892    =      1850.0000 +   -0.0667x; interpolation
26790 <= x <  26820; y_893    =    -16903.0000 +    0.6333x; interpolation
26820 <= x <  26850; y_894    =     17069.0000 +   -0.6333x; interpolation
26850 <= x <  26880; y_895    =     -1726.0000 +    0.0667x; interpolation
26880 <= x <  26910; y_896    =    -10686.0000 +    0.4000x; interpolation
26910 <= x <  26940; y_897    =      9945.0000 +   -0.3667x; interpolation
26940 <= x <  26970; y_898    =    -13403.0000 +    0.5000x; interpolation
26970 <= x <  27000; y_899    =     14466.0000 +   -0.5333x; interpolation
27000 <= x <  27030; y_900    =    -13434.0000 +    0.5000x; interpolation
27030 <= x <  27060; y_901    =     13596.0000 +   -0.5000x; interpolation
27060 <= x <  27090; y_902    =     -9856.0000 +    0.3667x; interpolation
27090 <= x <  27120; y_903    =     10010.0000 +   -0.3667x; interpolation
27120 <= x <  27150; y_904    =      1874.0000 +   -0.0667x; interpolation
27150 <= x <  27180; y_905    =     -1746.0000 +    0.0667x; interpolation
27180 <= x <  27210; y_906    =     -9900.0000 +    0.3667x; interpolation
27210 <= x <  27240; y_907    =      9147.0000 +   -0.3333x; interpolation
27240 <= x <  27270; y_908    =      1883.0000 +   -0.0667x; interpolation
27270 <= x <  27300; y_909    =    -12661.0000 +    0.4667x; interpolation
27300 <= x <  27330; y_910    =     14639.0000 +   -0.5333x; interpolation
27330 <= x <  27360; y_911    =     -1759.0000 +    0.0667x; interpolation
27360 <= x <  27390; y_912    =       977.0000 +   -0.0333x; interpolation
27390 <= x <  27420; y_913    =    -11805.0000 +    0.4333x; interpolation
27420 <= x <  27450; y_914    =     -6321.0000 +    0.2333x; interpolation
27450 <= x <  27480; y_915    =      4659.0000 +   -0.1667x; interpolation
27480 <= x <  27510; y_916    =     13819.0000 +   -0.5000x; interpolation
27510 <= x <  27540; y_917    =    -11857.0000 +    0.4333x; interpolation
27540 <= x <  27570; y_918    =     12011.0000 +   -0.4333x; interpolation
27570 <= x <  27600; y_919    =     -2693.0000 +    0.1000x; interpolation
27600 <= x <  27630; y_920    =    -12813.0000 +    0.4667x; interpolation
27630 <= x <  27660; y_921    =     12054.0000 +   -0.4333x; interpolation
27660 <= x <  27690; y_922    =      4678.0000 +   -0.1667x; interpolation
27690 <= x <  27720; y_923    =     23138.0000 +   -0.8333x; interpolation
27720 <= x <  27750; y_924    =     11126.0000 +   -0.4000x; interpolation
27750 <= x <  27780; y_925    =    -44374.0000 +    1.6000x; interpolation
27780 <= x <  27810; y_926    =     11186.0000 +   -0.4000x; interpolation
27810 <= x <  27840; y_927    =    -12916.0000 +    0.4667x; interpolation
27840 <= x <  27870; y_928    =     -2708.0000 +    0.1000x; interpolation
27870 <= x <  27900; y_929    =     10298.0000 +   -0.3667x; interpolation
27900 <= x <  27930; y_930    =      4718.0000 +   -0.1667x; interpolation
27930 <= x <  27960; y_931    =    -11109.0000 +    0.4000x; interpolation
27960 <= x <  27990; y_932    =     -5517.0000 +    0.2000x; interpolation
27990 <= x <  28020; y_933    =      4746.0000 +   -0.1667x; interpolation
28020 <= x <  28050; y_934    =     11284.0000 +   -0.4000x; interpolation
28050 <= x <  28080; y_935    =     -3676.0000 +    0.1333x; interpolation
28080 <= x <  28110; y_936    =    -12100.0000 +    0.4333x; interpolation
28110 <= x <  28140; y_937    =     10388.0000 +   -0.3667x; interpolation
28140 <= x <  28170; y_938    =    -10248.0000 +    0.3667x; interpolation
28170 <= x <  28200; y_939    =      6654.0000 +   -0.2333x; interpolation
28200 <= x <  28230; y_940    =      9474.0000 +   -0.3333x; interpolation
28230 <= x <  28260; y_941    =     -8405.0000 +    0.3000x; interpolation
28260 <= x <  28290; y_942    =     -7463.0000 +    0.2667x; interpolation
28290 <= x <  28320; y_943    =      7625.0000 +   -0.2667x; interpolation
28320 <= x <  28350; y_944    =     -6535.0000 +    0.2333x; interpolation
28350 <= x <  28380; y_945    =      9530.0000 +   -0.3333x; interpolation
28380 <= x <  28410; y_946    =      5746.0000 +   -0.2000x; interpolation
28410 <= x <  28440; y_947    =     -6565.0000 +    0.2333x; interpolation
28440 <= x <  28470; y_948    =    -11305.0000 +    0.4000x; interpolation
28470 <= x <  28500; y_949    =     18114.0000 +   -0.6333x; interpolation
28500 <= x <  28530; y_950    =        64.0000 +    0.0000x; interpolation
28530 <= x <  28560; y_951    =    -19907.0000 +    0.7000x; interpolation
28560 <= x <  28590; y_952    =      5797.0000 +   -0.2000x; interpolation
28590 <= x <  28620; y_953    =     -2780.0000 +    0.1000x; interpolation
28620 <= x <  28650; y_954    =     17254.0000 +   -0.6000x; interpolation
28650 <= x <  28680; y_955    =    -14261.0000 +    0.5000x; interpolation
28680 <= x <  28710; y_956    =     14419.0000 +   -0.5000x; interpolation
28710 <= x <  28740; y_957    =        64.0000 +    0.0000x; interpolation
28740 <= x <  28770; y_958    =      1022.0000 +   -0.0333x; interpolation
28770 <= x <  28800; y_959    =    -19117.0000 +    0.6667x; interpolation
28800 <= x <  28830; y_960    =      5843.0000 +   -0.2000x; interpolation
28830 <= x <  28860; y_961    =     12570.0000 +   -0.4333x; interpolation
28860 <= x <  28890; y_962    =      1026.0000 +   -0.0333x; interpolation
28890 <= x <  28920; y_963    =    -18234.0000 +    0.6333x; interpolation
28920 <= x <  28950; y_964    =     17434.0000 +   -0.6000x; interpolation
28950 <= x <  28980; y_965    =      3924.0000 +   -0.1333x; interpolation
28980 <= x <  29010; y_966    =    -20226.0000 +    0.7000x; interpolation
29010 <= x <  29040; y_967    =      -886.0000 +    0.0333x; interpolation
29040 <= x <  29070; y_968    =     17506.0000 +   -0.6000x; interpolation
29070 <= x <  29100; y_969    =        64.0000 +    0.0000x; interpolation
29100 <= x <  29130; y_970    =    -15456.0000 +    0.5333x; interpolation
29130 <= x <  29160; y_971    =     16587.0000 +   -0.5667x; interpolation
29160 <= x <  29190; y_972    =     -1881.0000 +    0.0667x; interpolation
29190 <= x <  29220; y_973    =    -16476.0000 +    0.5667x; interpolation
29220 <= x <  29250; y_974    =      5926.0000 +   -0.2000x; interpolation
29250 <= x <  29280; y_975    =     -5774.0000 +    0.2000x; interpolation
29280 <= x <  29310; y_976    =     17650.0000 +   -0.6000x; interpolation
29310 <= x <  29340; y_977    =        64.0000 +    0.0000x; interpolation
29340 <= x <  29370; y_978    =        64.0000 +    0.0000x; interpolation
29370 <= x <  29400; y_979    =      3001.0000 +   -0.1000x; interpolation
29400 <= x <  29430; y_980    =    -19539.0000 +    0.6667x; interpolation
29430 <= x <  29460; y_981    =     18720.0000 +   -0.6333x; interpolation
29460 <= x <  29490; y_982    =      -920.0000 +    0.0333x; interpolation
29490 <= x <  29520; y_983    =    -20580.0000 +    0.7000x; interpolation
29520 <= x <  29550; y_984    =     18780.0000 +   -0.6333x; interpolation
29550 <= x <  29580; y_985    =      2035.0000 +   -0.0667x; interpolation
29580 <= x <  29610; y_986    =        63.0000 +    0.0000x; interpolation
29610 <= x <  29640; y_987    =      2037.0000 +   -0.0667x; interpolation
29640 <= x <  29670; y_988    =    -14759.0000 +    0.5000x; interpolation
29670 <= x <  29700; y_989    =     -3880.0000 +    0.1333x; interpolation
29700 <= x <  29730; y_990    =      -910.0000 +    0.0333x; interpolation
29730 <= x <  29760; y_991    =      8009.0000 +   -0.2667x; interpolation
29760 <= x <  29790; y_992    =     -7863.0000 +    0.2667x; interpolation
29790 <= x <  29820; y_993    =      2067.0000 +   -0.0667x; interpolation
29820 <= x <  29850; y_994    =      5049.0000 +   -0.1667x; interpolation
29850 <= x <  29880; y_995    =     10024.0000 +   -0.3333x; interpolation
29880 <= x <  29910; y_996    =      -932.0000 +    0.0333x; interpolation
29910 <= x <  29940; y_997    =    -13893.0000 +    0.4667x; interpolation
29940 <= x <  29970; y_998    =     48981.0000 +   -1.6333x; interpolation
29970 <= x <  30000; y_999    =      3027.0000 +   -0.1000x; interpolation
30000 <= x <  30030; y_1000   =    -54973.0000 +    1.8333x; interpolation
30030 <= x <  30060; y_1001   =     18100.0000 +   -0.6000x; interpolation
30060 <= x <  30090; y_1002   =      5074.0000 +   -0.1667x; interpolation
30090 <= x <  30120; y_1003   =     -4956.0000 +    0.1667x; interpolation
30120 <= x <  30150; y_1004   =        64.0000 +    0.0000x; interpolation
30150 <= x <  30180; y_1005   =      1069.0000 +   -0.0333x; interpolation
30180 <= x <  30210; y_1006   =    -15027.0000 +    0.5000x; interpolation
30210 <= x <  30240; y_1007   =      -929.0000 +    0.0333x; interpolation
30240 <= x <  30270; y_1008   =      1087.0000 +   -0.0333x; interpolation
30270 <= x <  30300; y_1009   =     -3958.0000 +    0.1333x; interpolation
30300 <= x <  30330; y_1010   =     17252.0000 +   -0.5667x; interpolation
30330 <= x <  30360; y_1011   =    -16111.0000 +    0.5333x; interpolation
30360 <= x <  30390; y_1012   =      1093.0000 +   -0.0333x; interpolation
30390 <= x <  30420; y_1013   =     18314.0000 +   -0.6000x; interpolation
30420 <= x <  30450; y_1014   =     -2980.0000 +    0.1000x; interpolation
30450 <= x <  30480; y_1015   =    -16175.0000 +    0.5333x; interpolation
30480 <= x <  30510; y_1016   =      2113.0000 +   -0.0667x; interpolation
30510 <= x <  30540; y_1017   =     -3989.0000 +    0.1333x; interpolation
30540 <= x <  30570; y_1018   =      2119.0000 +   -0.0667x; interpolation
30570 <= x <  30600; y_1019   =     17404.0000 +   -0.5667x; interpolation
30600 <= x <  30630; y_1020   =    -17276.0000 +    0.5667x; interpolation
30630 <= x <  30660; y_1021   =     16417.0000 +   -0.5333x; interpolation
30660 <= x <  30690; y_1022   =      1087.0000 +   -0.0333x; interpolation
30690 <= x <  30720; y_1023   =      -959.0000 +    0.0333x; interpolation
30720 <= x <  30750; y_1024   =    -18367.0000 +    0.6000x; interpolation
30750 <= x <  30780; y_1025   =     16483.0000 +   -0.5333x; interpolation
30780 <= x <  30810; y_1026   =    -11219.0000 +    0.3667x; interpolation
30810 <= x <  30840; y_1027   =     13429.0000 +   -0.4333x; interpolation
30840 <= x <  30870; y_1028   =      1093.0000 +   -0.0333x; interpolation
30870 <= x <  30900; y_1029   =      -965.0000 +    0.0333x; interpolation
30900 <= x <  30930; y_1030   =    -19505.0000 +    0.6333x; interpolation
30930 <= x <  30960; y_1031   =      3177.0000 +   -0.1000x; interpolation
30960 <= x <  30990; y_1032   =     19689.0000 +   -0.6333x; interpolation
30990 <= x <  31020; y_1033   =     -3037.0000 +    0.1000x; interpolation
31020 <= x <  31050; y_1034   =      1099.0000 +   -0.0333x; interpolation
31050 <= x <  31080; y_1035   =    -18566.0000 +    0.6000x; interpolation
31080 <= x <  31110; y_1036   =     18730.0000 +   -0.6000x; interpolation
31110 <= x <  31140; y_1037   =    -19639.0000 +    0.6333x; interpolation
31140 <= x <  31170; y_1038   =        83.0000 +    0.0000x; interpolation
31170 <= x <  31200; y_1039   =     17746.0000 +   -0.5667x; interpolation
31200 <= x <  31230; y_1040   =      6306.0000 +   -0.2000x; interpolation
31230 <= x <  31260; y_1041   =    -22842.0000 +    0.7333x; interpolation
31260 <= x <  31290; y_1042   =     19880.0000 +   -0.6333x; interpolation
31290 <= x <  31320; y_1043   =    -17668.0000 +    0.5667x; interpolation
31320 <= x <  31350; y_1044   =      -964.0000 +    0.0333x; interpolation
31350 <= x <  31380; y_1045   =     -3054.0000 +    0.1000x; interpolation
31380 <= x <  31410; y_1046   =      6360.0000 +   -0.2000x; interpolation
31410 <= x <  31440; y_1047   =     -4110.0000 +    0.1333x; interpolation
31440 <= x <  31470; y_1048   =     17898.0000 +   -0.5667x; interpolation
31470 <= x <  31500; y_1049   =    -18817.0000 +    0.6000x; interpolation
31500 <= x <  31530; y_1050   =      2183.0000 +   -0.0667x; interpolation
31530 <= x <  31560; y_1051   =     -3072.0000 +    0.1000x; interpolation
31560 <= x <  31590; y_1052   =      4292.0000 +   -0.1333x; interpolation
31590 <= x <  31620; y_1053   =     15875.0000 +   -0.5000x; interpolation
31620 <= x <  31650; y_1054   =     -2043.0000 +    0.0667x; interpolation
31650 <= x <  31680; y_1055   =    -17868.0000 +    0.5667x; interpolation
31680 <= x <  31710; y_1056   =     22260.0000 +   -0.7000x; interpolation
31710 <= x <  31740; y_1057   =    -20020.0000 +    0.6333x; interpolation
31740 <= x <  31770; y_1058   =        82.0000 +    0.0000x; interpolation
31770 <= x <  31800; y_1059   =     19144.0000 +   -0.6000x; interpolation
31800 <= x <  31830; y_1060   =     -2056.0000 +    0.0667x; interpolation
31830 <= x <  31860; y_1061   =    -16910.0000 +    0.5333x; interpolation
31860 <= x <  31890; y_1062   =     18136.0000 +   -0.5667x; interpolation
31890 <= x <  31920; y_1063   =    -19069.0000 +    0.6000x; interpolation
31920 <= x <  31950; y_1064   =      3275.0000 +   -0.1000x; interpolation
31950 <= x <  31980; y_1065   =        80.0000 +    0.0000x; interpolation
31980 <= x <  32010; y_1066   =        80.0000 +    0.0000x; interpolation
32010 <= x <  32040; y_1067   =     17152.0000 +   -0.5333x; interpolation
32040 <= x <  32070; y_1068   =     -1004.0000 +    0.0333x; interpolation
32070 <= x <  32100; y_1069   =        65.0000 +    0.0000x; interpolation
32100 <= x <  32130; y_1070   =      1135.0000 +   -0.0333x; interpolation
32130 <= x <  32160; y_1071   =     -4220.0000 +    0.1333x; interpolation
32160 <= x <  32190; y_1072   =    -12796.0000 +    0.4000x; interpolation
32190 <= x <  32220; y_1073   =      3299.0000 +   -0.1000x; interpolation
32220 <= x <  32250; y_1074   =     16187.0000 +   -0.5000x; interpolation
32250 <= x <  32280; y_1075   =    -14988.0000 +    0.4667x; interpolation
32280 <= x <  32310; y_1076   =     12988.0000 +   -0.4000x; interpolation
32310 <= x <  32340; y_1077   =     33451.0000 +   -1.0333x; interpolation
32340 <= x <  32370; y_1078   =      4345.0000 +   -0.1333x; interpolation
32370 <= x <  32400; y_1079   =    -47447.0000 +    1.4667x; interpolation
32400 <= x <  32430; y_1080   =     -3167.0000 +    0.1000x; interpolation
32430 <= x <  32460; y_1081   =      3319.0000 +   -0.1000x; interpolation
32460 <= x <  32490; y_1082   =     -8583.0000 +    0.2667x; interpolation
32490 <= x <  32520; y_1083   =     10911.0000 +   -0.3333x; interpolation
32520 <= x <  32550; y_1084   =     -7517.0000 +    0.2333x; interpolation
32550 <= x <  32580; y_1085   =     17438.0000 +   -0.5333x; interpolation
32580 <= x <  32610; y_1086   =    -21658.0000 +    0.6667x; interpolation
32610 <= x <  32640; y_1087   =     23996.0000 +   -0.7333x; interpolation
32640 <= x <  32670; y_1088   =     -3204.0000 +    0.1000x; interpolation
32670 <= x <  32700; y_1089   =    -20628.0000 +    0.6333x; interpolation
32700 <= x <  32730; y_1090   =      2262.0000 +   -0.0667x; interpolation
32730 <= x <  32760; y_1091   =     -1011.0000 +    0.0333x; interpolation
32760 <= x <  32790; y_1092   =      7725.0000 +   -0.2333x; interpolation
32790 <= x <  32820; y_1093   =     13190.0000 +   -0.4000x; interpolation
32820 <= x <  32850; y_1094   =        62.0000 +    0.0000x; interpolation
32850 <= x <  32880; y_1095   =    -19648.0000 +    0.6000x; interpolation
32880 <= x <  32910; y_1096   =     -1016.0000 +    0.0333x; interpolation
32910 <= x <  32940; y_1097   =      2275.0000 +   -0.0667x; interpolation
32940 <= x <  32970; y_1098   =     -2117.0000 +    0.0667x; interpolation
32970 <= x <  33000; y_1099   =     20962.0000 +   -0.6333x; interpolation
33000 <= x <  33030; y_1100   =     -2138.0000 +    0.0667x; interpolation
33030 <= x <  33060; y_1101   =    -17552.0000 +    0.5333x; interpolation
33060 <= x <  33090; y_1102   =      1182.0000 +   -0.0333x; interpolation
33090 <= x <  33120; y_1103   =     18830.0000 +   -0.5667x; interpolation
33120 <= x <  33150; y_1104   =     -1042.0000 +    0.0333x; interpolation
33150 <= x <  33180; y_1105   =    -17617.0000 +    0.5333x; interpolation
33180 <= x <  33210; y_1106   =      1185.0000 +   -0.0333x; interpolation
33210 <= x <  33240; y_1107   =     -5457.0000 +    0.1667x; interpolation
33240 <= x <  33270; y_1108   =      8947.0000 +   -0.2667x; interpolation
33270 <= x <  33300; y_1109   =     -5470.0000 +    0.1667x; interpolation
33300 <= x <  33330; y_1110   =     18950.0000 +   -0.5667x; interpolation
33330 <= x <  33360; y_1111   =    -18824.0000 +    0.5667x; interpolation
33360 <= x <  33390; y_1112   =     18984.0000 +   -0.5667x; interpolation
33390 <= x <  33420; y_1113   =    -19971.0000 +    0.6000x; interpolation
33420 <= x <  33450; y_1114   =     21247.0000 +   -0.6333x; interpolation
33450 <= x <  33480; y_1115   =    -18893.0000 +    0.5667x; interpolation
33480 <= x <  33510; y_1116   =        79.0000 +    0.0000x; interpolation
33510 <= x <  33540; y_1117   =     17951.0000 +   -0.5333x; interpolation
33540 <= x <  33570; y_1118   =    -14471.0000 +    0.4333x; interpolation
33570 <= x <  33600; y_1119   =     16861.0000 +   -0.5000x; interpolation
33600 <= x <  33630; y_1120   =    -20099.0000 +    0.6000x; interpolation
33630 <= x <  33660; y_1121   =      1200.0000 +   -0.0333x; interpolation
33660 <= x <  33690; y_1122   =     14664.0000 +   -0.4333x; interpolation
33690 <= x <  33720; y_1123   =    -15657.0000 +    0.4667x; interpolation
33720 <= x <  33750; y_1124   =      5699.0000 +   -0.1667x; interpolation
33750 <= x <  33780; y_1125   =     -7801.0000 +    0.2333x; interpolation
33780 <= x <  33810; y_1126   =      4585.0000 +   -0.1333x; interpolation
